session_id,user_id,timestamp,device_type,action,price,product_category,purchase
399,18,2023-10-18 03:00:08,Mobile,click,1440.02,electronics,0
400,793,2023-09-20 20:08:45,Desktop,add_to_cart,435.34,books,1
401,735,2023-03-26 06:33:40,Desktop,browse,401.94,books,0
402,566,2023-05-26 00:14:47,Mobile,add_to_cart,831.39,home,0
403,570,2023-11-19 08:50:02,Desktop,browse,463.28,fashion,0
404,323,2023-02-11 23:37:04,Mobile,browse,1171.88,fashion,0
405,686,2023-05-05 22:45:38,Desktop,browse,749.21,electronics,0
406,792,2023-06-16 07:14:09,Desktop,click,903.33,fashion,1
407,626,2023-08-29 21:36:29,Mobile,browse,1078.97,electronics,0
408,288,2023-10-07 23:28:46,Mobile,browse,415.04,books,0
409,663,2023-07-07 02:10:46,Desktop,browse,319.95,books,1
410,639,2023-10-29 12:50:20,Mobile,browse,1762.04,books,0
411,155,2023-01-19 12:49:23,Mobile,click,873.11,books,1
412,490,2023-03-09 01:02:45,Mobile,click,830.07,books,0
413,386,2023-08-06 22:38:06,Desktop,browse,80.87,electronics,0
414,785,2023-04-12 12:34:30,Mobile,add_to_cart,1000.97,books,1
415,104,2023-02-11 20:54:37,Mobile,add_to_cart,1112.8,electronics,1
416,393,2023-10-15 06:22:11,Mobile,add_to_cart,1122.09,books,1
417,246,2023-06-16 15:27:13,Desktop,browse,1416.99,electronics,0
418,176,2023-04-19 22:25:02,Mobile,add_to_cart,363.19,electronics,0
419,39,2023-02-05 14:25:13,Mobile,browse,511.92,electronics,0
420,477,2023-08-20 07:13:11,Mobile,browse,1623.35,fashion,0
421,682,2023-08-17 15:14:05,Desktop,browse,1894.87,electronics,0
422,759,2023-12-19 15:21:52,Mobile,add_to_cart,280.51,electronics,0
423,538,2023-06-13 02:56:01,Mobile,browse,1000.32,books,0
424,408,2023-03-14 04:41:41,Desktop,browse,436.21,electronics,0
425,525,2023-05-16 17:27:55,Desktop,browse,129.55,electronics,0
426,506,2023-12-19 07:11:57,Mobile,add_to_cart,657.75,home,1
427,36,2023-03-11 17:15:20,Desktop,click,295.94,fashion,0
428,685,2023-07-15 00:33:08,Tablet,browse,1422.77,home,0
429,20,2023-09-26 03:57:36,Mobile,click,1072.11,books,0
430,321,2023-02-18 07:50:30,Mobile,click,296.23,fashion,0
431,776,2023-11-12 16:36:18,Desktop,click,28.39,fashion,0
432,512,2023-05-10 12:43:53,Desktop,browse,1618.23,home,0
433,400,2023-01-05 06:17:05,Tablet,add_to_cart,360.63,fashion,0
434,654,2023-01-27 08:54:48,Desktop,browse,1216.37,home,0
435,471,2023-06-09 22:07:30,Mobile,click,680.47,electronics,0
436,143,2023-05-29 11:26:07,Desktop,browse,1175.12,home,0
437,92,2023-09-21 19:48:11,Desktop,browse,638.15,fashion,0
438,354,2023-08-18 18:08:23,Desktop,browse,183.01,fashion,0
439,727,2023-07-19 21:12:41,Mobile,click,453.67,books,0
440,51,2023-02-19 01:08:37,Tablet,browse,384.24,books,1
441,665,2023-03-08 16:51:50,Desktop,add_to_cart,861.76,books,0
442,698,2023-10-27 18:37:34,Desktop,browse,1319.98,books,0
443,575,2023-02-27 08:35:49,Desktop,click,534.97,fashion,0
444,190,2023-09-16 06:15:47,Mobile,add_to_cart,34.02,books,1
445,125,2023-12-08 22:44:42,Desktop,click,1042.69,home,0
446,150,2023-11-22 18:55:36,Mobile,add_to_cart,1215.46,electronics,0
447,314,2023-05-10 17:56:59,Mobile,click,1926.11,fashion,0
448,570,2023-08-03 17:10:42,Mobile,browse,1183.05,books,0
449,342,2023-06-21 07:29:50,Desktop,add_to_cart,947.63,fashion,0
450,305,2023-09-15 04:29:53,Tablet,browse,1151.07,books,0
451,692,2023-04-12 08:21:49,Desktop,click,1856.52,fashion,0
452,682,2023-07-28 05:20:33,Desktop,add_to_cart,1658.47,books,0
453,783,2023-10-18 22:42:10,Mobile,browse,652.73,electronics,0
454,54,2023-12-20 09:35:10,Mobile,browse,482.14,books,0
455,444,2023-10-13 00:21:46,Desktop,click,532.64,home,0
456,613,2023-04-26 01:04:09,Desktop,add_to_cart,1013.8,fashion,0
457,264,2023-09-21 03:26:00,Mobile,purchase,1490.66,fashion,1
458,53,2023-05-30 12:43:20,Desktop,click,1011.41,home,0
459,572,2023-10-27 10:16:03,Mobile,click,144.91,home,0
460,620,2023-02-05 15:05:30,Mobile,purchase,1449.93,electronics,1
461,5,2023-11-29 14:21:47,Desktop,browse,1613.88,fashion,0
462,103,2023-10-14 05:11:29,Desktop,browse,586.1,electronics,0
463,196,2023-10-30 08:04:44,Desktop,add_to_cart,1331.61,fashion,1
464,774,2023-11-07 11:13:07,Mobile,add_to_cart,858.92,fashion,1
465,350,2023-07-27 20:46:56,Mobile,add_to_cart,1779.35,electronics,1
466,47,2023-04-16 00:44:02,Desktop,click,1692.0,fashion,0
467,656,2023-06-07 11:42:17,Mobile,browse,1055.61,fashion,0
468,269,2023-05-01 22:10:32,Tablet,click,1386.1,electronics,1
469,370,2023-02-24 15:26:01,Desktop,browse,1767.87,books,0
470,636,2023-01-12 17:17:40,Tablet,browse,996.48,electronics,0
471,106,2023-05-25 04:17:18,Desktop,add_to_cart,633.37,fashion,0
472,670,2023-05-16 13:27:22,Desktop,browse,1509.8,home,0
473,659,2023-01-03 00:49:54,Desktop,add_to_cart,447.93,books,1
474,657,2023-05-24 00:30:13,Desktop,click,783.18,home,0
475,120,2023-01-30 23:26:21,Desktop,click,1732.8,books,0
476,787,2023-08-25 15:21:16,Desktop,browse,1451.6,home,0
477,604,2023-10-06 11:27:23,Tablet,browse,813.58,books,0
478,58,2023-12-14 17:28:32,Mobile,browse,437.34,electronics,0
479,346,2023-04-25 16:44:32,Mobile,purchase,718.38,books,1
480,741,2023-04-14 11:40:51,Desktop,add_to_cart,575.37,books,0
481,474,2023-04-28 21:54:14,Desktop,click,360.42,books,1
482,117,2023-01-05 22:58:56,Desktop,browse,1489.23,fashion,0
483,791,2023-12-26 18:13:38,Mobile,purchase,511.62,home,1
484,127,2023-09-05 00:32:00,Tablet,browse,913.79,electronics,0
485,393,2023-12-30 21:26:59,Desktop,browse,777.86,home,0
486,641,2023-11-17 21:21:12,Desktop,click,1964.33,home,0
487,58,2023-05-01 22:32:12,Mobile,purchase,788.27,electronics,1
488,634,2023-10-13 00:34:53,Desktop,browse,169.17,fashion,0
489,513,2023-05-29 03:35:05,Desktop,browse,188.75,books,0
490,751,2023-03-25 06:45:51,Mobile,purchase,1185.6,fashion,1
491,96,2023-08-19 08:36:21,Mobile,browse,1202.73,fashion,0
492,638,2023-10-15 20:31:43,Desktop,browse,843.33,books,0
493,118,2023-06-10 19:40:21,Desktop,click,869.37,home,0
494,560,2023-09-29 22:51:29,Tablet,add_to_cart,117.33,books,0
495,601,2023-02-07 23:20:21,Desktop,click,1037.93,electronics,0
496,488,2023-08-14 21:48:33,Desktop,purchase,1014.43,books,1
497,237,2023-05-22 05:31:14,Desktop,click,307.6,home,0
498,272,2023-10-19 14:08:51,Desktop,browse,216.64,fashion,0
499,189,2023-05-31 02:07:54,Desktop,purchase,255.91,fashion,1
500,704,2023-04-24 14:01:56,Mobile,click,211.05,books,1
501,447,2023-08-25 16:51:26,Desktop,browse,1223.32,electronics,0
502,581,2023-03-07 19:13:32,Desktop,click,401.0,home,1
503,790,2023-12-27 00:40:26,Mobile,browse,510.35,fashion,0
504,247,2023-12-07 19:01:38,Mobile,browse,355.41,books,0
505,76,2023-09-15 08:19:03,Mobile,browse,1916.09,electronics,0
506,154,2023-09-06 18:26:35,Mobile,click,1710.69,electronics,0
507,656,2023-11-27 12:26:56,Desktop,add_to_cart,468.68,fashion,0
508,435,2023-11-19 01:08:58,Mobile,click,661.86,fashion,0
509,86,2023-06-29 21:05:45,Desktop,purchase,427.69,home,1
510,697,2023-07-09 01:06:57,Tablet,browse,988.83,electronics,0
511,285,2023-06-03 02:54:11,Desktop,browse,49.02,home,0
512,220,2023-07-15 17:29:16,Tablet,browse,1346.02,electronics,0
513,69,2023-11-07 02:51:18,Mobile,browse,1051.08,electronics,0
514,47,2023-09-19 12:09:24,Desktop,browse,1798.29,books,0
515,94,2023-05-23 00:18:54,Mobile,add_to_cart,337.14,fashion,1
516,750,2023-12-08 17:29:03,Tablet,purchase,1610.18,electronics,1
517,453,2023-11-12 15:05:18,Mobile,purchase,1586.0,home,1
518,204,2023-04-11 16:42:08,Desktop,browse,263.09,fashion,0
519,218,2023-09-01 06:04:29,Mobile,add_to_cart,803.13,home,1
520,474,2023-01-12 01:23:59,Desktop,browse,348.6,fashion,0
521,432,2023-08-27 05:54:41,Desktop,browse,516.89,fashion,0
522,341,2023-02-18 02:54:02,Desktop,add_to_cart,533.86,electronics,1
523,551,2023-02-11 20:29:48,Desktop,click,1116.91,books,1
524,612,2023-06-15 07:39:46,Mobile,browse,828.71,electronics,0
525,289,2023-03-23 14:44:13,Desktop,click,1895.99,fashion,0
526,254,2023-10-18 14:01:29,Mobile,browse,261.48,electronics,0
527,734,2023-06-07 23:05:04,Desktop,add_to_cart,1947.65,electronics,0
528,357,2023-08-04 23:59:06,Desktop,click,468.97,fashion,0
529,23,2023-06-07 18:38:07,Desktop,purchase,1548.02,fashion,1
530,762,2023-05-14 03:30:25,Desktop,browse,684.55,electronics,0
531,522,2023-03-08 09:33:17,Desktop,browse,294.73,electronics,0
532,758,2023-12-02 16:17:51,Desktop,click,1717.2,electronics,1
533,100,2023-01-07 18:34:57,Mobile,click,624.63,home,1
534,180,2023-01-14 07:15:49,Desktop,browse,1321.12,electronics,0
535,223,2023-03-14 16:40:30,Desktop,add_to_cart,1137.22,home,1
536,762,2023-06-12 19:25:06,Desktop,add_to_cart,948.8,books,1
537,659,2023-03-07 01:28:03,Mobile,purchase,996.68,home,1
538,442,2023-12-13 02:06:50,Tablet,add_to_cart,1467.15,electronics,0
539,608,2023-05-10 12:02:06,Desktop,add_to_cart,184.67,books,0
540,769,2023-07-25 04:08:44,Desktop,click,1339.68,home,0
541,325,2023-10-03 21:09:22,Desktop,add_to_cart,1792.67,home,0
542,516,2023-09-13 00:14:29,Tablet,browse,125.0,fashion,0
543,16,2023-09-23 00:16:54,Desktop,browse,289.9,books,0
544,792,2023-01-25 02:48:23,Desktop,browse,1436.1,fashion,0
545,336,2023-10-08 22:55:22,Desktop,click,880.19,books,0
546,759,2023-09-10 09:17:38,Desktop,browse,813.06,home,0
547,258,2023-11-06 22:53:29,Desktop,purchase,282.56,fashion,1
548,497,2023-10-16 06:27:28,Mobile,browse,1018.47,electronics,0
549,160,2023-06-13 12:05:16,Desktop,browse,261.83,home,0
550,475,2023-04-05 08:04:21,Mobile,click,958.47,books,0
551,664,2023-09-27 06:42:50,Desktop,browse,1529.59,books,0
552,690,2023-11-17 02:13:44,Desktop,browse,523.95,fashion,1
553,675,2023-04-20 22:50:14,Tablet,browse,966.76,fashion,1
554,380,2023-12-02 23:52:27,Desktop,click,1984.11,books,0
555,545,2023-11-06 12:10:03,Mobile,click,1376.43,home,1
556,691,2023-08-26 05:21:36,Mobile,add_to_cart,1684.3,fashion,0
557,427,2023-01-25 05:04:17,Desktop,add_to_cart,835.55,electronics,0
558,613,2023-05-21 03:34:15,Tablet,click,1538.04,books,0
559,268,2023-04-27 23:39:38,Desktop,browse,90.61,electronics,0
560,577,2023-01-25 05:33:45,Mobile,browse,254.59,books,0
561,417,2023-03-20 01:14:18,Desktop,add_to_cart,414.11,electronics,0
562,168,2023-03-09 17:40:10,Mobile,browse,809.88,home,0
563,43,2023-06-22 19:40:43,Desktop,browse,1693.03,books,0
564,556,2023-01-12 23:19:21,Mobile,add_to_cart,699.07,home,0
565,285,2023-10-15 13:50:31,Mobile,click,1312.7,fashion,0
566,397,2023-05-08 12:03:47,Tablet,browse,1421.54,books,0
567,12,2023-04-06 10:41:46,Tablet,browse,1176.5,home,0
568,607,2023-04-02 01:34:28,Mobile,purchase,720.91,electronics,1
569,302,2023-05-21 13:06:35,Mobile,add_to_cart,1158.34,home,0
570,253,2023-01-31 20:20:33,Desktop,add_to_cart,691.11,books,1
571,499,2023-11-30 06:46:57,Desktop,click,176.91,home,0
572,754,2023-01-20 22:46:22,Desktop,click,1985.68,electronics,0
573,35,2023-05-26 02:59:11,Desktop,purchase,263.09,electronics,1
574,727,2023-11-12 12:50:18,Desktop,purchase,153.97,electronics,1
575,90,2023-06-09 02:02:32,Mobile,browse,1758.28,fashion,0
576,776,2023-12-15 21:57:32,Desktop,add_to_cart,610.65,books,1
577,605,2023-02-12 08:02:07,Mobile,browse,1304.09,electronics,1
578,602,2023-09-11 11:24:54,Desktop,browse,664.72,fashion,1
579,418,2023-05-10 15:02:02,Desktop,click,788.99,electronics,1
580,115,2023-03-01 08:11:33,Mobile,click,531.6,home,1
581,617,2023-05-31 20:25:39,Mobile,purchase,692.66,books,1
582,196,2023-10-14 08:48:27,Mobile,browse,827.29,home,0
583,501,2023-01-05 19:06:54,Mobile,click,1443.63,fashion,0
584,626,2023-09-23 02:01:36,Desktop,purchase,1027.96,home,1
585,493,2023-12-11 07:03:18,Mobile,purchase,1887.69,home,1
586,75,2023-05-10 09:57:22,Desktop,browse,93.34,electronics,0
587,413,2023-09-24 03:41:01,Desktop,browse,1011.11,home,0
588,376,2023-06-27 21:18:29,Desktop,click,1172.61,electronics,1
589,420,2023-09-10 15:45:04,Desktop,browse,1841.19,electronics,0
590,729,2023-02-25 18:39:33,Desktop,purchase,107.83,books,1
591,277,2023-03-24 08:49:41,Tablet,purchase,1151.26,fashion,1
592,761,2023-04-09 03:47:32,Tablet,browse,1708.72,fashion,0
593,676,2023-05-29 01:25:03,Desktop,browse,491.44,fashion,0
594,394,2023-11-25 07:05:00,Desktop,browse,1753.82,electronics,0
595,457,2023-06-05 09:52:09,Desktop,purchase,47.9,fashion,1
596,192,2023-07-09 05:07:32,Desktop,browse,1467.58,electronics,0
597,739,2023-09-20 13:43:13,Tablet,click,1866.9,books,0
598,689,2023-03-21 08:39:34,Desktop,click,1317.82,fashion,0
599,99,2023-09-09 17:54:10,Mobile,click,883.67,electronics,0
600,548,2023-04-07 09:50:36,Desktop,browse,99.31,fashion,0
601,96,2023-09-17 13:10:06,Tablet,browse,1841.03,fashion,0
602,664,2023-09-17 17:30:59,Desktop,purchase,945.89,books,1
603,663,2023-04-13 04:25:54,Mobile,purchase,67.7,home,1
604,190,2023-02-09 22:58:42,Desktop,add_to_cart,1382.74,fashion,0
605,736,2023-09-30 03:25:56,Mobile,browse,968.86,books,0
606,37,2023-04-11 00:36:27,Desktop,browse,257.45,fashion,0
607,780,2023-12-25 21:27:23,Desktop,click,436.4,fashion,0
608,369,2023-11-04 09:44:58,Tablet,browse,138.34,fashion,1
609,695,2023-08-09 05:53:45,Tablet,purchase,1152.84,fashion,1
610,525,2023-11-04 01:00:06,Mobile,click,1247.84,home,0
611,279,2023-05-04 16:00:20,Mobile,browse,1016.43,home,0
612,217,2023-08-19 09:07:08,Mobile,purchase,1636.03,fashion,1
613,798,2023-06-27 07:21:29,Desktop,purchase,1723.41,fashion,1
614,273,2023-03-04 03:59:47,Desktop,browse,1235.09,books,0
615,62,2023-04-26 19:17:43,Desktop,click,35.39,books,0
616,596,2023-07-10 19:57:12,Mobile,browse,1393.51,electronics,0
617,729,2023-03-03 00:43:11,Desktop,browse,841.82,home,0
618,342,2023-09-13 13:28:36,Desktop,browse,1135.46,fashion,0
619,397,2023-01-07 17:14:21,Mobile,click,1301.67,home,0
620,699,2023-06-04 18:32:16,Mobile,purchase,706.97,books,1
621,19,2023-04-02 22:34:17,Desktop,click,1835.03,home,0
622,177,2023-01-14 17:09:13,Desktop,browse,276.61,home,0
623,612,2023-08-17 23:32:54,Desktop,click,1346.31,fashion,0
624,396,2023-03-27 03:04:47,Desktop,browse,18.68,fashion,0
625,445,2023-05-13 08:33:36,Desktop,add_to_cart,1850.06,books,0
626,233,2023-07-02 06:30:08,Mobile,click,233.88,fashion,1
627,76,2023-03-03 00:02:16,Mobile,browse,198.82,books,0
628,265,2023-08-07 04:50:13,Mobile,browse,672.69,books,0
629,455,2023-09-03 16:31:40,Desktop,add_to_cart,753.4,electronics,1
630,796,2023-08-18 23:28:34,Mobile,browse,436.46,electronics,0
631,718,2023-03-20 15:39:18,Desktop,add_to_cart,1174.39,electronics,0
632,735,2023-05-29 18:23:17,Desktop,browse,891.4,home,0
633,384,2023-05-18 09:07:34,Mobile,browse,78.01,electronics,0
634,564,2023-11-10 21:10:40,Desktop,click,646.11,fashion,0
635,506,2023-03-06 04:32:02,Desktop,purchase,1622.76,fashion,1
636,367,2023-01-13 01:56:08,Mobile,purchase,1382.51,electronics,1
637,144,2023-08-01 07:38:38,Desktop,browse,1452.49,home,0
638,69,2023-08-30 14:25:25,Mobile,browse,1399.25,books,0
639,99,2023-08-01 16:37:28,Desktop,browse,628.84,home,0
640,396,2023-06-30 00:28:20,Mobile,click,208.33,home,0
641,25,2023-12-04 06:26:39,Desktop,click,552.21,books,0
642,469,2023-06-22 12:23:09,Desktop,purchase,1665.25,books,1
643,484,2023-06-09 08:55:15,Mobile,purchase,1961.14,books,1
644,565,2023-06-13 17:12:14,Desktop,browse,992.76,fashion,0
645,151,2023-07-07 15:05:16,Desktop,click,29.3,books,0
646,144,2023-07-10 01:32:00,Desktop,add_to_cart,288.69,books,0
647,569,2023-11-04 10:07:35,Desktop,add_to_cart,650.94,home,0
648,39,2023-09-13 11:33:25,Desktop,browse,1161.38,home,0
649,109,2023-07-02 04:09:15,Desktop,browse,159.44,electronics,0
650,693,2023-04-27 12:14:09,Tablet,click,1887.28,home,0
651,42,2023-10-09 03:51:57,Desktop,browse,736.52,books,0
652,186,2023-07-15 19:31:33,Desktop,browse,1826.04,fashion,0
653,398,2023-02-03 21:49:41,Desktop,browse,1563.24,home,0
654,223,2023-02-21 18:02:05,Desktop,click,1513.32,home,1
655,634,2023-04-22 19:31:09,Tablet,browse,1217.37,books,0
656,133,2023-09-09 08:35:54,Desktop,browse,1257.3,home,0
657,163,2023-03-23 20:10:17,Tablet,browse,1279.63,home,0
658,215,2023-08-20 11:30:58,Desktop,add_to_cart,1261.16,books,0
659,733,2023-08-15 05:51:53,Mobile,add_to_cart,1111.92,home,0
660,235,2023-08-21 12:12:19,Mobile,click,1972.96,fashion,1
661,658,2023-08-09 08:09:05,Mobile,click,1467.26,electronics,0
662,751,2023-02-11 12:51:53,Mobile,purchase,1556.12,home,1
663,588,2023-01-21 19:12:46,Mobile,browse,1746.2,fashion,0
664,9,2023-02-11 13:17:41,Desktop,browse,439.12,home,0
665,74,2023-04-23 13:41:38,Desktop,browse,176.77,electronics,0
666,492,2023-04-15 13:07:01,Tablet,browse,970.96,books,1
667,253,2023-07-11 12:29:02,Desktop,browse,1033.02,electronics,0
668,230,2023-01-17 00:57:33,Desktop,purchase,1660.07,home,1
669,519,2023-04-30 15:15:35,Mobile,click,893.13,electronics,0
670,174,2023-05-09 12:02:50,Desktop,click,1146.0,electronics,0
671,653,2023-05-10 02:18:48,Tablet,purchase,1058.87,books,1
672,168,2023-03-01 04:18:54,Mobile,browse,86.02,home,0
673,170,2023-02-17 23:41:20,Mobile,browse,1234.28,electronics,0
674,393,2023-01-29 23:35:25,Mobile,click,1657.81,electronics,0
675,795,2023-04-07 10:05:20,Desktop,click,323.43,books,0
676,634,2023-01-10 13:39:30,Desktop,browse,1192.72,fashion,0
677,194,2023-08-30 22:16:41,Desktop,click,1191.28,home,0
678,517,2023-11-10 02:24:00,Desktop,click,336.73,fashion,0
679,29,2023-08-20 08:20:49,Mobile,click,255.69,fashion,0
680,165,2023-10-04 01:33:38,Tablet,click,1960.3,books,0
681,422,2023-10-11 15:34:13,Desktop,browse,793.5,books,0
682,339,2023-07-22 00:32:00,Desktop,browse,462.57,home,0
683,648,2023-09-04 12:12:17,Tablet,click,350.94,fashion,1
684,496,2023-10-17 19:22:04,Desktop,browse,1338.53,electronics,0
685,365,2023-09-21 03:23:27,Desktop,purchase,1222.8,fashion,1
686,342,2023-08-02 18:16:14,Desktop,click,1290.67,books,0
687,500,2023-07-19 09:09:32,Tablet,browse,185.13,electronics,0
688,657,2023-03-20 02:59:59,Mobile,add_to_cart,1788.13,electronics,0
689,511,2023-12-09 19:44:48,Mobile,click,784.64,books,0
690,327,2023-12-10 08:01:56,Mobile,browse,633.61,electronics,1
691,217,2023-06-22 19:34:23,Desktop,add_to_cart,930.1,fashion,0
692,301,2023-03-10 21:18:20,Desktop,add_to_cart,786.23,books,0
693,132,2023-03-28 10:19:18,Mobile,click,1728.52,home,0
694,70,2023-04-11 23:30:07,Desktop,browse,1859.23,books,0
695,252,2023-01-08 19:54:56,Mobile,click,613.87,home,1
696,415,2023-11-29 17:05:10,Tablet,add_to_cart,1729.23,home,1
697,787,2023-07-19 16:18:12,Mobile,browse,1565.23,books,0
698,445,2023-03-28 17:09:04,Mobile,browse,1862.31,books,0
699,182,2023-02-12 04:23:30,Mobile,add_to_cart,499.04,home,0
700,167,2023-04-19 01:25:26,Mobile,browse,1158.15,home,0
701,91,2023-06-01 08:20:09,Desktop,add_to_cart,556.34,electronics,1
702,714,2023-01-17 00:03:12,Desktop,click,1649.95,books,0
703,531,2023-05-13 10:06:53,Desktop,click,20.6,books,0
704,39,2023-05-28 03:33:36,Mobile,browse,1133.99,electronics,0
705,126,2023-10-04 10:51:22,Desktop,add_to_cart,685.01,books,0
706,451,2023-08-20 18:04:08,Mobile,browse,652.14,electronics,0
707,173,2023-11-10 14:09:00,Desktop,click,1293.36,electronics,0
708,653,2023-08-16 08:55:30,Mobile,click,1704.45,books,0
709,754,2023-05-19 11:09:02,Desktop,add_to_cart,1222.3,fashion,0
710,220,2023-07-30 10:07:48,Mobile,purchase,1707.81,home,1
711,638,2023-01-28 08:31:38,Mobile,click,536.55,books,0
712,58,2023-02-20 02:57:35,Desktop,browse,1043.81,fashion,0
713,660,2023-09-18 13:18:17,Desktop,purchase,906.57,electronics,1
714,476,2023-09-18 08:21:15,Mobile,click,33.17,fashion,1
715,456,2023-12-16 02:35:59,Desktop,browse,1118.06,books,0
716,361,2023-12-18 11:40:56,Desktop,browse,1326.43,books,0
717,1,2023-01-08 14:23:51,Tablet,add_to_cart,1187.91,fashion,1
718,387,2023-11-16 16:26:31,Mobile,browse,1475.2,books,0
719,348,2023-05-18 09:14:32,Tablet,click,1146.97,home,0
720,190,2023-02-07 04:04:31,Desktop,click,142.83,fashion,0
721,505,2023-04-21 07:30:48,Desktop,browse,241.73,electronics,0
722,191,2023-08-08 21:11:14,Mobile,click,1196.98,fashion,1
723,508,2023-12-03 07:12:43,Mobile,browse,557.21,fashion,0
724,369,2023-08-11 12:12:34,Mobile,click,168.49,fashion,0
725,409,2023-05-16 20:05:09,Desktop,click,864.91,fashion,0
726,117,2023-09-13 00:11:57,Desktop,click,1113.1,electronics,0
727,134,2023-12-26 03:14:36,Desktop,add_to_cart,664.2,electronics,1
728,58,2023-11-25 01:13:54,Desktop,add_to_cart,1443.66,electronics,0
729,556,2023-02-18 13:50:10,Desktop,add_to_cart,1291.1,fashion,0
730,685,2023-10-19 01:23:14,Desktop,browse,672.31,home,0
731,672,2023-11-20 01:10:34,Tablet,browse,1512.2,home,0
732,173,2023-03-19 19:15:00,Desktop,click,1300.9,electronics,0
733,149,2023-04-15 12:12:29,Mobile,purchase,1278.52,home,1
734,80,2023-06-18 10:23:25,Mobile,add_to_cart,1111.32,home,0
735,213,2023-08-05 09:41:12,Mobile,add_to_cart,32.67,home,0
736,203,2023-04-29 11:43:35,Desktop,browse,1396.05,home,0
737,764,2023-07-09 06:26:25,Mobile,click,758.32,home,0
738,229,2023-09-12 12:04:02,Mobile,click,1885.79,books,0
739,676,2023-09-23 14:22:39,Mobile,browse,1637.79,electronics,0
740,227,2023-05-29 11:25:53,Mobile,browse,1179.51,fashion,0
741,659,2023-06-13 21:32:15,Tablet,purchase,511.84,home,1
742,532,2023-05-20 00:43:01,Mobile,browse,415.4,books,1
743,441,2023-12-13 14:21:57,Desktop,browse,687.37,fashion,0
744,402,2023-09-15 00:46:03,Mobile,browse,958.37,books,0
745,47,2023-09-26 15:24:40,Desktop,purchase,599.17,home,1
746,233,2023-06-30 10:45:59,Mobile,click,1034.71,home,0
747,305,2023-06-09 21:07:47,Desktop,click,339.09,home,0
748,526,2023-12-17 07:01:47,Desktop,purchase,1955.65,home,1
749,143,2023-10-15 03:04:24,Mobile,browse,224.77,fashion,0
750,415,2023-10-15 21:20:48,Mobile,click,1864.57,fashion,0
751,513,2023-08-14 10:25:48,Desktop,browse,1828.02,books,0
752,373,2023-01-11 10:15:45,Desktop,browse,1055.47,electronics,0
753,566,2023-01-10 13:18:57,Mobile,add_to_cart,1452.57,home,1
754,259,2023-09-28 01:47:56,Desktop,add_to_cart,877.74,books,0
755,656,2023-09-30 14:22:36,Mobile,browse,1263.77,books,0
756,471,2023-07-02 00:39:42,Desktop,browse,687.75,books,0
757,12,2023-06-02 13:48:03,Mobile,click,609.31,home,1
758,330,2023-11-11 12:34:36,Mobile,browse,1160.68,home,0
759,736,2023-11-30 09:16:42,Desktop,browse,1001.28,books,0
760,784,2023-05-04 07:29:06,Desktop,browse,1163.28,home,0
761,358,2023-04-24 22:08:18,Desktop,browse,580.45,books,1
762,408,2023-10-05 20:32:13,Mobile,add_to_cart,740.25,fashion,1
763,668,2023-08-01 06:12:15,Mobile,browse,176.96,home,0
764,373,2023-06-21 12:31:35,Mobile,browse,114.03,fashion,0
765,8,2023-10-15 22:12:10,Desktop,click,514.38,electronics,0
766,122,2023-06-23 07:33:17,Desktop,add_to_cart,157.75,home,0
767,348,2023-04-23 06:06:50,Desktop,browse,216.51,electronics,0
768,676,2023-05-02 06:42:03,Desktop,browse,1627.73,books,0
769,90,2023-02-01 00:48:10,Mobile,browse,87.36,home,0
770,648,2023-08-10 02:13:46,Mobile,add_to_cart,1321.3,home,1
771,698,2023-04-29 18:02:05,Mobile,click,552.39,home,0
772,316,2023-02-08 19:07:22,Desktop,add_to_cart,1744.38,electronics,0
773,178,2023-09-25 09:21:05,Tablet,purchase,975.13,electronics,1
774,540,2023-08-21 02:34:37,Mobile,add_to_cart,618.1,books,1
775,732,2023-01-18 11:43:59,Tablet,click,1040.1,fashion,0
776,41,2023-05-29 13:14:24,Mobile,click,770.1,fashion,1
777,740,2023-05-29 13:20:08,Desktop,browse,1132.96,electronics,0
778,704,2023-05-06 04:04:43,Desktop,purchase,237.92,home,1
779,502,2023-10-29 00:11:10,Mobile,browse,1994.01,fashion,0
780,145,2023-12-26 04:58:09,Desktop,browse,856.86,fashion,0
781,201,2023-08-26 15:26:52,Desktop,click,702.98,electronics,0
782,724,2023-05-15 12:22:15,Mobile,browse,1423.32,books,0
783,461,2023-05-31 21:49:02,Mobile,click,734.16,electronics,0
784,732,2023-08-24 15:05:19,Mobile,click,1668.22,electronics,0
785,752,2023-08-12 06:00:39,Desktop,click,914.0,home,0
786,558,2023-07-22 17:58:32,Desktop,add_to_cart,1441.92,electronics,0
787,547,2023-09-13 04:37:13,Mobile,browse,223.83,home,0
788,253,2023-03-27 09:37:40,Tablet,click,1693.78,books,1
789,390,2023-05-30 19:09:35,Mobile,click,1474.08,home,1
790,594,2023-08-23 08:56:12,Tablet,click,431.32,books,0
791,256,2023-12-11 16:26:37,Mobile,add_to_cart,299.12,books,0
792,709,2023-01-22 16:20:47,Mobile,browse,639.42,books,0
793,450,2023-12-14 03:12:57,Desktop,click,1952.38,electronics,0
794,10,2023-10-12 21:28:19,Mobile,browse,521.09,home,0
795,798,2023-09-26 05:36:16,Mobile,purchase,917.69,fashion,1
796,242,2023-09-15 12:19:46,Mobile,browse,69.74,electronics,0
797,251,2023-01-29 17:46:12,Desktop,add_to_cart,800.48,books,0
