order_id,customer_id,order_date,product_id,quantity,price,category
ORD000400,CUST146,2023-10-12,PROD59,8,166.48,Groceries
ORD000401,CUST112,2022-01-23,PROD38,1,68.14,Clothing
ORD000402,CUST116,2022-08-31,PROD19,6,350.01,Home & Garden
ORD000403,CUST141,2024-02-11,PROD9,5,61.79,Clothing
ORD000404,CUST3,2022-08-14,PROD50,9,38.07,Health & Beauty
ORD000405,CUST141,2024-02-16,PROD54,3,450.71,Groceries
ORD000406,CUST17,2022-06-03,PROD100,6,62.95,Clothing
ORD000407,CUST39,2024-05-22,PROD80,6,155.14,Electronics
ORD000408,CUST1,2023-10-08,PROD68,1,298.44,Electronics
ORD000409,CUST135,2022-05-03,PROD32,1,249.25,Groceries
ORD000410,CUST94,2023-08-26,PROD59,9,138.85,Home & Garden
ORD000411,CUST6,2022-10-22,PROD69,1,406.75,Home & Garden
ORD000412,CUST82,2022-03-29,PROD97,9,187.31,Clothing
ORD000413,CUST66,2023-04-24,PROD6,6,62.97,Health & Beauty
ORD000414,CUST49,2024-09-16,PROD72,2,328.56,Health & Beauty
ORD000415,CUST180,2022-10-12,PROD85,6,153.87,Home & Garden
ORD000416,CUST143,2024-04-05,PROD6,9,255.96,Groceries
ORD000417,CUST26,2022-12-01,PROD61,1,401.46,Electronics
ORD000418,CUST143,2023-05-11,PROD59,2,18.47,Electronics
ORD000419,CUST150,2024-02-19,PROD36,5,125.39,Home & Garden
ORD000420,CUST109,2023-05-12,PROD79,7,424.51,Home & Garden
ORD000421,CUST46,2022-10-10,PROD96,7,283.61,Groceries
ORD000422,CUST84,2022-01-23,PROD17,1,251.89,Health & Beauty
ORD000423,CUST166,2022-01-06,PROD55,2,292.66,Health & Beauty
ORD000424,CUST43,2024-06-28,PROD65,8,11.45,Groceries
ORD000425,CUST80,2024-07-23,PROD13,7,310.61,Groceries
ORD000426,CUST34,2022-05-11,PROD17,8,70.5,Electronics
ORD000427,CUST56,2023-03-26,PROD41,3,354.94,Health & Beauty
ORD000428,CUST177,2024-08-13,PROD97,1,32.47,Home & Garden
ORD000429,CUST110,2022-05-12,PROD17,6,340.51,Electronics
ORD000430,CUST20,2024-07-22,PROD16,7,339.75,Health & Beauty
ORD000431,CUST103,2024-03-17,PROD97,6,110.51,Groceries
ORD000432,CUST153,2023-06-04,PROD35,9,92.92,Clothing
ORD000433,CUST38,2022-07-27,PROD66,4,287.16,Groceries
ORD000434,CUST136,2023-11-24,PROD29,8,209.81,Groceries
ORD000435,CUST186,2024-05-19,PROD66,9,293.89,Clothing
ORD000436,CUST128,2022-04-17,PROD12,2,111.05,Home & Garden
ORD000437,CUST160,2023-12-16,PROD24,8,121.18,Home & Garden
ORD000438,CUST61,2023-08-14,PROD33,8,220.24,Home & Garden
ORD000439,CUST2,2022-02-06,PROD37,7,210.72,Groceries
ORD000440,CUST119,2023-07-06,PROD17,4,391.95,Clothing
ORD000441,CUST148,2022-07-13,PROD3,2,36.81,Health & Beauty
ORD000442,CUST145,2023-09-12,PROD28,5,63.67,Home & Garden
ORD000443,CUST185,2024-07-12,PROD99,2,446.58,Clothing
ORD000444,CUST111,2022-09-19,PROD26,8,187.37,Groceries
ORD000445,CUST161,2022-01-10,PROD77,7,484.84,Clothing
ORD000446,CUST52,2024-07-05,PROD24,2,303.59,Health & Beauty
ORD000447,CUST117,2023-04-23,PROD1,8,195.81,Home & Garden
ORD000448,CUST48,2024-09-21,PROD82,8,58.43,Clothing
ORD000449,CUST93,2023-10-20,PROD94,1,206.31,Clothing
ORD000450,CUST46,2023-06-30,PROD100,7,240.33,Groceries
ORD000451,CUST94,2022-06-17,PROD13,8,95.75,Home & Garden
ORD000452,CUST83,2022-04-05,PROD10,8,491.12,Health & Beauty
ORD000453,CUST121,2023-12-16,PROD42,1,263.53,Groceries
ORD000454,CUST177,2024-08-19,PROD32,9,180.87,Health & Beauty
ORD000455,CUST62,2024-06-28,PROD45,1,73.6,Groceries
ORD000456,CUST46,2023-08-06,PROD17,5,148.36,Health & Beauty
ORD000457,CUST4,2024-08-27,PROD79,3,293.56,Electronics
ORD000458,CUST118,2022-04-28,PROD93,3,156.39,Electronics
ORD000459,CUST86,2024-03-21,PROD58,5,258.46,Electronics
ORD000460,CUST104,2023-06-14,PROD68,3,408.83,Health & Beauty
ORD000461,CUST98,2024-03-18,PROD72,2,21.34,Electronics
ORD000462,CUST78,2022-10-12,PROD13,1,157.99,Clothing
ORD000463,CUST173,2023-06-04,PROD91,2,114.41,Groceries
ORD000464,CUST50,2024-04-22,PROD26,9,338.84,Home & Garden
ORD000465,CUST25,2023-03-03,PROD98,4,438.42,Electronics
ORD000466,CUST36,2022-03-26,PROD32,2,207.72,Home & Garden
ORD000467,CUST123,2023-09-05,PROD90,9,114.8,Health & Beauty
ORD000468,CUST99,2023-03-15,PROD71,7,220.94,Clothing
ORD000469,CUST130,2023-09-01,PROD55,9,145.01,Health & Beauty
ORD000470,CUST13,2023-02-26,PROD13,9,92.46,Clothing
ORD000471,CUST25,2023-03-23,PROD15,1,186.62,Health & Beauty
ORD000472,CUST140,2022-10-13,PROD10,1,466.59,Home & Garden
ORD000473,CUST102,2023-10-28,PROD28,2,171.79,Electronics
ORD000474,CUST194,2024-02-14,PROD22,7,329.9,Home & Garden
ORD000475,CUST29,2023-03-01,PROD42,2,212.22,Health & Beauty
ORD000476,CUST44,2022-03-01,PROD57,3,200.5,Electronics
ORD000477,CUST37,2022-03-06,PROD56,5,261.94,Electronics
ORD000478,CUST37,2024-03-21,PROD36,5,233.58,Home & Garden
ORD000479,CUST100,2023-01-05,PROD99,1,363.05,Health & Beauty
ORD000480,CUST193,2023-07-24,PROD16,3,227.95,Groceries
ORD000481,CUST179,2024-05-31,PROD1,2,416.36,Clothing
ORD000482,CUST188,2023-10-30,PROD65,3,359.0,Electronics
ORD000483,CUST58,2022-01-08,PROD70,7,153.11,Clothing
ORD000484,CUST52,2024-09-04,PROD73,9,248.86,Groceries
ORD000485,CUST42,2024-07-14,PROD78,6,216.86,Home & Garden
ORD000486,CUST59,2024-05-12,PROD74,7,281.88,Clothing
ORD000487,CUST66,2022-11-23,PROD48,5,423.38,Groceries
ORD000488,CUST61,2024-04-11,PROD3,7,79.06,Groceries
ORD000489,CUST129,2022-12-22,PROD16,3,264.54,Home & Garden
ORD000490,CUST82,2022-08-26,PROD95,8,360.23,Clothing
ORD000491,CUST177,2022-04-15,PROD56,1,175.15,Clothing
ORD000492,CUST110,2023-03-02,PROD43,6,96.93,Clothing
ORD000493,CUST114,2023-07-11,PROD31,3,150.85,Electronics
ORD000494,CUST150,2024-05-02,PROD89,5,402.7,Home & Garden
ORD000495,CUST115,2023-03-12,PROD18,7,324.47,Health & Beauty
ORD000496,CUST97,2024-08-28,PROD16,5,284.88,Health & Beauty
ORD000497,CUST169,2023-05-04,PROD44,2,52.61,Electronics
ORD000498,CUST64,2024-05-28,PROD40,5,261.81,Groceries
ORD000499,CUST195,2024-05-27,PROD63,5,326.66,Groceries
ORD000500,CUST121,2024-05-28,PROD65,5,64.99,Groceries
ORD000501,CUST174,2024-09-05,PROD80,2,314.57,Health & Beauty
ORD000502,CUST12,2023-10-29,PROD63,2,351.98,Groceries
ORD000503,CUST25,2024-03-15,PROD73,9,229.12,Clothing
ORD000504,CUST132,2022-12-11,PROD30,9,430.2,Home & Garden
ORD000505,CUST92,2022-12-08,PROD66,4,279.52,Groceries
ORD000506,CUST122,2024-03-17,PROD35,2,164.47,Home & Garden
ORD000507,CUST117,2022-10-28,PROD61,6,166.47,Health & Beauty
ORD000508,CUST150,2023-04-26,PROD49,5,241.1,Electronics
ORD000509,CUST67,2024-01-28,PROD10,1,275.89,Home & Garden
ORD000510,CUST25,2024-02-12,PROD27,3,5.16,Clothing
ORD000511,CUST69,2023-05-27,PROD59,9,333.87,Home & Garden
ORD000512,CUST64,2024-03-09,PROD39,1,475.48,Health & Beauty
ORD000513,CUST121,2022-01-14,PROD55,3,375.86,Groceries
ORD000514,CUST60,2023-07-24,PROD36,5,98.03,Groceries
ORD000515,CUST43,2023-06-17,PROD80,3,144.86,Health & Beauty
ORD000516,CUST165,2022-03-31,PROD7,1,228.87,Clothing
ORD000517,CUST200,2023-08-15,PROD65,2,447.03,Clothing
ORD000518,CUST96,2023-04-15,PROD27,4,56.57,Electronics
ORD000519,CUST90,2022-07-14,PROD92,9,263.85,Home & Garden
ORD000520,CUST112,2022-12-05,PROD91,7,373.18,Home & Garden
ORD000521,CUST121,2023-06-12,PROD91,3,340.76,Health & Beauty
ORD000522,CUST65,2024-07-11,PROD42,8,371.77,Groceries
ORD000523,CUST93,2024-04-16,PROD35,8,75.77,Electronics
ORD000524,CUST30,2022-10-12,PROD99,2,407.05,Health & Beauty
ORD000525,CUST91,2023-04-22,PROD60,9,82.21,Home & Garden
ORD000526,CUST189,2023-11-25,PROD98,4,452.1,Clothing
ORD000527,CUST147,2023-12-07,PROD68,7,251.99,Groceries
ORD000528,CUST14,2024-01-09,PROD18,5,460.76,Electronics
ORD000529,CUST120,2024-03-18,PROD66,9,157.62,Home & Garden
ORD000530,CUST169,2024-03-04,PROD100,3,86.68,Home & Garden
ORD000531,CUST63,2023-10-26,PROD1,4,140.1,Groceries
ORD000532,CUST175,2022-03-04,PROD74,2,435.34,Home & Garden
ORD000533,CUST5,2024-04-20,PROD26,6,178.62,Home & Garden
ORD000534,CUST66,2022-06-28,PROD33,3,436.46,Clothing
ORD000535,CUST156,2024-05-01,PROD52,5,245.14,Health & Beauty
ORD000536,CUST62,2024-04-27,PROD45,1,354.84,Home & Garden
ORD000537,CUST95,2023-10-20,PROD5,3,345.73,Groceries
ORD000538,CUST41,2023-04-13,PROD26,9,346.25,Electronics
ORD000539,CUST172,2022-03-27,PROD42,4,131.98,Electronics
ORD000540,CUST70,2022-08-01,PROD5,7,170.03,Home & Garden
ORD000541,CUST10,2023-05-17,PROD37,8,129.02,Health & Beauty
ORD000542,CUST86,2023-11-17,PROD84,2,442.62,Clothing
ORD000543,CUST176,2023-06-19,PROD79,2,433.88,Home & Garden
ORD000544,CUST76,2022-03-22,PROD75,8,300.32,Health & Beauty
ORD000545,CUST28,2024-08-07,PROD97,4,463.02,Groceries
ORD000546,CUST197,2023-03-07,PROD53,3,276.07,Home & Garden
ORD000547,CUST194,2022-03-16,PROD27,6,387.4,Clothing
ORD000548,CUST120,2024-08-29,PROD51,4,436.52,Electronics
ORD000549,CUST15,2022-01-27,PROD65,5,26.73,Clothing
ORD000550,CUST123,2023-11-15,PROD41,5,161.88,Clothing
ORD000551,CUST124,2022-09-21,PROD87,1,233.23,Electronics
ORD000552,CUST18,2023-12-17,PROD30,7,133.42,Clothing
ORD000553,CUST75,2022-09-27,PROD85,1,484.54,Health & Beauty
ORD000554,CUST148,2023-09-29,PROD76,7,152.62,Electronics
ORD000555,CUST56,2023-02-26,PROD4,6,191.25,Health & Beauty
ORD000556,CUST18,2022-05-05,PROD84,7,349.91,Electronics
ORD000557,CUST59,2022-05-27,PROD34,4,59.76,Home & Garden
ORD000558,CUST134,2022-07-07,PROD7,4,239.97,Groceries
ORD000559,CUST8,2023-12-12,PROD88,2,390.59,Groceries
ORD000560,CUST93,2024-09-19,PROD16,1,490.29,Clothing
ORD000561,CUST165,2024-02-06,PROD2,1,493.18,Electronics
ORD000562,CUST163,2024-06-05,PROD40,4,252.37,Groceries
ORD000563,CUST137,2022-01-27,PROD67,3,239.81,Electronics
ORD000564,CUST12,2023-01-18,PROD85,9,151.72,Groceries
ORD000565,CUST120,2022-01-23,PROD37,7,314.72,Electronics
ORD000566,CUST103,2023-01-30,PROD88,4,395.47,Electronics
ORD000567,CUST175,2023-10-20,PROD73,4,232.23,Electronics
ORD000568,CUST151,2024-06-09,PROD20,7,256.0,Clothing
ORD000569,CUST163,2024-03-02,PROD66,8,215.36,Health & Beauty
ORD000570,CUST64,2023-06-18,PROD18,2,346.34,Health & Beauty
ORD000571,CUST176,2023-08-07,PROD86,2,344.66,Home & Garden
ORD000572,CUST98,2023-05-15,PROD14,9,457.07,Groceries
ORD000573,CUST195,2024-09-10,PROD75,8,321.38,Electronics
ORD000574,CUST132,2024-07-03,PROD64,9,453.99,Clothing
ORD000575,CUST158,2023-05-20,PROD63,1,104.66,Health & Beauty
ORD000576,CUST156,2024-09-30,PROD72,9,76.92,Groceries
ORD000577,CUST98,2022-10-13,PROD24,2,363.39,Clothing
ORD000578,CUST25,2023-02-14,PROD93,9,113.78,Health & Beauty
ORD000579,CUST106,2022-06-15,PROD98,9,184.2,Clothing
ORD000580,CUST33,2023-03-30,PROD47,9,469.42,Groceries
ORD000581,CUST73,2024-04-15,PROD29,8,365.12,Health & Beauty
ORD000582,CUST26,2023-08-05,PROD93,2,119.53,Health & Beauty
ORD000583,CUST73,2023-07-21,PROD26,2,483.77,Health & Beauty
ORD000584,CUST188,2023-03-11,PROD30,2,480.03,Groceries
ORD000585,CUST59,2024-02-15,PROD30,8,59.16,Home & Garden
ORD000586,CUST187,2023-09-15,PROD86,9,465.92,Health & Beauty
ORD000587,CUST104,2023-03-16,PROD63,7,253.91,Clothing
ORD000588,CUST27,2023-12-10,PROD2,4,395.33,Health & Beauty
ORD000589,CUST129,2024-02-14,PROD46,5,265.16,Health & Beauty
ORD000590,CUST170,2022-06-16,PROD25,9,349.77,Home & Garden
ORD000591,CUST96,2022-10-05,PROD38,9,240.6,Groceries
ORD000592,CUST6,2022-11-27,PROD43,9,156.72,Groceries
ORD000593,CUST89,2023-07-19,PROD51,9,341.15,Health & Beauty
ORD000594,CUST58,2022-04-11,PROD75,3,372.59,Home & Garden
ORD000595,CUST117,2023-10-03,PROD95,3,40.24,Electronics
ORD000596,CUST35,2023-02-01,PROD2,5,62.25,Electronics
ORD000597,CUST151,2022-07-26,PROD6,2,48.49,Clothing
ORD000598,CUST128,2023-12-30,PROD39,7,205.8,Home & Garden
ORD000599,CUST27,2024-03-22,PROD56,4,32.62,Groceries
ORD000600,CUST118,2022-08-31,PROD49,9,10.29,Groceries
ORD000601,CUST18,2023-10-23,PROD9,8,221.66,Home & Garden
ORD000602,CUST143,2024-05-19,PROD38,3,411.54,Health & Beauty
ORD000603,CUST45,2022-09-17,PROD51,6,30.39,Clothing
ORD000604,CUST99,2022-07-21,PROD20,7,280.29,Groceries
ORD000605,CUST128,2024-05-25,PROD68,4,167.81,Clothing
ORD000606,CUST142,2023-03-06,PROD24,9,236.26,Home & Garden
ORD000607,CUST153,2023-10-28,PROD96,2,382.09,Clothing
ORD000608,CUST182,2024-01-05,PROD87,6,79.91,Electronics
ORD000609,CUST13,2022-06-18,PROD29,6,48.96,Home & Garden
ORD000610,CUST177,2022-10-26,PROD82,3,185.09,Home & Garden
ORD000611,CUST154,2023-06-28,PROD58,6,392.49,Home & Garden
ORD000612,CUST164,2024-05-14,PROD2,8,356.75,Groceries
ORD000613,CUST31,2022-04-11,PROD99,7,490.23,Electronics
ORD000614,CUST154,2022-09-11,PROD100,5,131.02,Electronics
ORD000615,CUST20,2024-09-27,PROD1,7,304.21,Health & Beauty
ORD000616,CUST129,2024-02-01,PROD20,8,425.71,Health & Beauty
ORD000617,CUST128,2023-08-20,PROD4,4,366.71,Electronics
ORD000618,CUST130,2023-04-27,PROD13,8,45.89,Clothing
ORD000619,CUST181,2022-02-25,PROD99,9,117.81,Clothing
ORD000620,CUST134,2022-04-20,PROD76,8,308.12,Clothing
ORD000621,CUST85,2024-09-01,PROD30,5,409.85,Electronics
ORD000622,CUST95,2023-05-05,PROD55,8,286.57,Electronics
ORD000623,CUST112,2024-09-17,PROD89,7,49.57,Home & Garden
ORD000624,CUST18,2023-09-20,PROD16,7,452.81,Electronics
ORD000625,CUST44,2023-07-18,PROD75,6,458.15,Home & Garden
ORD000626,CUST188,2023-10-03,PROD42,8,294.97,Clothing
ORD000627,CUST65,2022-05-17,PROD58,7,247.7,Health & Beauty
ORD000628,CUST82,2022-12-30,PROD46,8,443.01,Health & Beauty
ORD000629,CUST97,2024-01-31,PROD67,1,362.98,Groceries
ORD000630,CUST39,2024-07-11,PROD14,6,254.62,Health & Beauty
ORD000631,CUST155,2024-05-29,PROD60,5,430.9,Electronics
ORD000632,CUST105,2023-01-16,PROD68,4,463.89,Clothing
ORD000633,CUST163,2023-12-15,PROD17,5,374.5,Clothing
ORD000634,CUST104,2022-02-01,PROD16,8,195.08,Health & Beauty
ORD000635,CUST144,2022-02-09,PROD30,3,369.16,Clothing
ORD000636,CUST128,2023-02-27,PROD21,1,483.76,Groceries
ORD000637,CUST89,2022-12-08,PROD6,9,183.51,Home & Garden
ORD000638,CUST133,2023-02-03,PROD54,7,171.73,Electronics
ORD000639,CUST94,2023-10-04,PROD32,6,350.29,Groceries
ORD000640,CUST164,2024-01-29,PROD21,1,235.49,Electronics
ORD000641,CUST175,2024-02-19,PROD57,7,36.22,Home & Garden
ORD000642,CUST119,2023-11-04,PROD90,3,67.43,Groceries
ORD000643,CUST177,2024-05-03,PROD67,5,112.89,Clothing
ORD000644,CUST43,2024-01-24,PROD50,3,170.07,Groceries
ORD000645,CUST44,2024-06-06,PROD86,1,32.03,Electronics
ORD000646,CUST28,2024-09-11,PROD78,1,446.03,Clothing
ORD000647,CUST91,2022-12-31,PROD30,9,111.48,Health & Beauty
ORD000648,CUST23,2024-03-28,PROD8,3,52.88,Clothing
ORD000649,CUST169,2024-01-26,PROD73,2,237.07,Health & Beauty
ORD000650,CUST14,2023-07-03,PROD81,3,360.97,Home & Garden
ORD000651,CUST145,2022-04-11,PROD67,5,456.77,Electronics
ORD000652,CUST139,2023-09-28,PROD46,3,169.71,Groceries
ORD000653,CUST178,2024-01-29,PROD50,5,133.74,Electronics
ORD000654,CUST24,2024-07-11,PROD53,2,467.87,Electronics
ORD000655,CUST162,2024-03-27,PROD17,3,192.47,Groceries
ORD000656,CUST38,2023-08-15,PROD97,1,135.79,Clothing
ORD000657,CUST198,2023-11-28,PROD33,5,157.7,Groceries
ORD000658,CUST76,2023-12-19,PROD71,3,431.14,Home & Garden
ORD000659,CUST107,2024-04-25,PROD14,2,155.6,Electronics
ORD000660,CUST105,2023-03-26,PROD15,2,13.34,Groceries
ORD000661,CUST173,2023-10-27,PROD28,8,157.78,Health & Beauty
ORD000662,CUST124,2022-04-15,PROD82,9,71.0,Health & Beauty
ORD000663,CUST195,2022-09-17,PROD37,1,329.52,Home & Garden
ORD000664,CUST83,2023-04-20,PROD19,6,310.88,Clothing
ORD000665,CUST127,2022-03-30,PROD47,9,82.18,Clothing
ORD000666,CUST40,2022-12-04,PROD30,2,383.61,Health & Beauty
ORD000667,CUST39,2023-05-18,PROD14,5,390.4,Groceries
ORD000668,CUST80,2022-09-16,PROD19,3,163.36,Groceries
ORD000669,CUST126,2024-04-13,PROD62,6,385.71,Home & Garden
ORD000670,CUST93,2023-03-05,PROD63,2,29.02,Health & Beauty
ORD000671,CUST180,2023-01-07,PROD75,5,231.17,Clothing
ORD000672,CUST113,2023-10-13,PROD16,8,229.95,Groceries
ORD000673,CUST131,2022-10-31,PROD56,7,92.2,Groceries
ORD000674,CUST149,2022-05-18,PROD4,3,91.81,Groceries
ORD000675,CUST45,2023-12-12,PROD88,7,72.61,Health & Beauty
ORD000676,CUST192,2024-05-10,PROD97,2,499.51,Home & Garden
ORD000677,CUST10,2022-07-21,PROD24,6,200.9,Health & Beauty
ORD000678,CUST103,2022-05-09,PROD16,7,424.55,Clothing
ORD000679,CUST128,2023-03-03,PROD51,8,327.89,Home & Garden
ORD000680,CUST89,2024-02-26,PROD79,8,330.36,Electronics
ORD000681,CUST26,2024-01-19,PROD73,4,148.67,Electronics
ORD000682,CUST101,2022-03-26,PROD63,1,176.33,Health & Beauty
ORD000683,CUST123,2023-03-02,PROD71,5,131.47,Health & Beauty
ORD000684,CUST70,2023-04-19,PROD69,6,21.9,Home & Garden
ORD000685,CUST130,2024-02-09,PROD63,6,389.85,Home & Garden
ORD000686,CUST198,2022-11-21,PROD100,5,372.83,Clothing
ORD000687,CUST7,2024-08-17,PROD47,6,51.51,Electronics
ORD000688,CUST141,2022-11-05,PROD68,7,373.68,Health & Beauty
ORD000689,CUST38,2024-04-15,PROD98,3,89.86,Clothing
ORD000690,CUST25,2023-09-25,PROD3,2,84.36,Clothing
ORD000691,CUST143,2022-04-17,PROD99,5,405.66,Electronics
ORD000692,CUST1,2024-04-13,PROD9,6,497.63,Groceries
ORD000693,CUST124,2023-03-27,PROD54,1,406.81,Groceries
ORD000694,CUST89,2024-04-13,PROD23,9,17.65,Health & Beauty
ORD000695,CUST117,2022-05-08,PROD25,3,441.54,Home & Garden
ORD000696,CUST4,2022-01-05,PROD66,4,406.3,Health & Beauty
ORD000697,CUST71,2024-06-29,PROD90,9,159.01,Home & Garden
ORD000698,CUST31,2023-03-14,PROD2,8,67.9,Health & Beauty
ORD000699,CUST55,2022-11-17,PROD95,9,147.54,Clothing
ORD000700,CUST12,2022-03-12,PROD45,6,463.5,Home & Garden
ORD000701,CUST58,2022-05-14,PROD27,1,473.19,Home & Garden
ORD000702,CUST126,2023-09-21,PROD19,4,211.79,Groceries
ORD000703,CUST136,2023-10-07,PROD25,8,301.46,Electronics
ORD000704,CUST5,2024-06-03,PROD45,8,440.64,Electronics
ORD000705,CUST20,2024-01-16,PROD6,1,396.04,Electronics
ORD000706,CUST85,2024-02-23,PROD59,8,371.6,Health & Beauty
ORD000707,CUST37,2022-11-01,PROD99,3,392.3,Health & Beauty
ORD000708,CUST15,2023-01-06,PROD57,8,92.87,Home & Garden
ORD000709,CUST184,2024-06-12,PROD80,1,443.37,Health & Beauty
ORD000710,CUST48,2024-01-02,PROD73,6,20.55,Home & Garden
ORD000711,CUST176,2024-06-02,PROD61,8,116.69,Groceries
ORD000712,CUST178,2022-09-03,PROD22,1,139.75,Home & Garden
ORD000713,CUST131,2023-09-20,PROD88,5,389.84,Health & Beauty
ORD000714,CUST9,2022-09-07,PROD90,6,49.67,Clothing
ORD000715,CUST148,2024-09-05,PROD16,1,428.07,Clothing
ORD000716,CUST65,2022-08-17,PROD24,8,8.21,Groceries
ORD000717,CUST159,2022-05-04,PROD36,7,228.11,Clothing
ORD000718,CUST132,2024-02-22,PROD23,2,498.08,Groceries
ORD000719,CUST66,2022-10-03,PROD63,4,130.02,Health & Beauty
ORD000720,CUST168,2023-02-22,PROD63,6,74.38,Home & Garden
ORD000721,CUST16,2024-07-19,PROD54,8,74.98,Health & Beauty
ORD000722,CUST187,2024-02-09,PROD96,8,275.11,Clothing
ORD000723,CUST38,2023-01-11,PROD25,6,425.3,Home & Garden
ORD000724,CUST47,2022-03-31,PROD15,6,127.09,Groceries
ORD000725,CUST91,2023-09-07,PROD63,6,269.28,Home & Garden
ORD000726,CUST124,2022-06-28,PROD5,2,245.54,Clothing
ORD000727,CUST25,2023-06-27,PROD37,1,112.06,Clothing
ORD000728,CUST91,2023-12-11,PROD68,2,238.44,Groceries
ORD000729,CUST143,2024-02-24,PROD82,6,250.13,Clothing
ORD000730,CUST192,2023-06-13,PROD65,1,303.7,Clothing
ORD000731,CUST135,2023-02-13,PROD56,6,252.76,Health & Beauty
ORD000732,CUST154,2023-09-30,PROD68,1,324.29,Home & Garden
ORD000733,CUST109,2023-10-07,PROD8,5,498.91,Home & Garden
ORD000734,CUST199,2023-10-12,PROD15,5,228.17,Electronics
ORD000735,CUST191,2023-05-03,PROD54,5,255.83,Clothing
ORD000736,CUST76,2022-11-10,PROD63,5,73.62,Health & Beauty
ORD000737,CUST137,2023-08-30,PROD46,3,413.04,Home & Garden
ORD000738,CUST161,2024-07-15,PROD38,7,201.26,Clothing
ORD000739,CUST143,2023-05-04,PROD47,2,169.14,Clothing
ORD000740,CUST33,2022-04-18,PROD42,4,438.26,Home & Garden
ORD000741,CUST184,2024-03-15,PROD30,2,56.62,Electronics
ORD000742,CUST191,2023-11-03,PROD45,5,307.69,Health & Beauty
ORD000743,CUST9,2022-05-12,PROD39,5,480.87,Groceries
ORD000744,CUST198,2022-04-29,PROD2,2,187.49,Clothing
ORD000745,CUST60,2023-03-22,PROD86,2,311.59,Home & Garden
ORD000746,CUST143,2022-11-05,PROD22,4,435.23,Electronics
ORD000747,CUST113,2022-03-04,PROD40,9,50.57,Clothing
ORD000748,CUST192,2023-05-08,PROD80,7,25.04,Home & Garden
ORD000749,CUST154,2022-08-18,PROD37,2,452.64,Groceries
ORD000750,CUST43,2022-02-19,PROD25,7,335.48,Clothing
ORD000751,CUST4,2022-06-22,PROD76,6,380.01,Home & Garden
ORD000752,CUST9,2024-04-17,PROD22,5,312.22,Electronics
ORD000753,CUST1,2023-03-30,PROD83,2,275.96,Home & Garden
ORD000754,CUST166,2023-10-02,PROD58,6,473.12,Home & Garden
ORD000755,CUST32,2024-04-20,PROD38,7,106.52,Clothing
ORD000756,CUST175,2023-01-31,PROD63,1,141.3,Home & Garden
ORD000757,CUST27,2024-04-28,PROD46,9,160.6,Groceries
ORD000758,CUST43,2022-11-14,PROD71,7,240.61,Clothing
ORD000759,CUST169,2024-04-12,PROD16,3,42.75,Electronics
ORD000760,CUST57,2024-09-29,PROD40,8,450.83,Groceries
ORD000761,CUST164,2024-08-24,PROD25,6,342.02,Groceries
ORD000762,CUST45,2023-08-04,PROD4,1,129.85,Clothing
ORD000763,CUST136,2022-11-26,PROD95,3,319.07,Home & Garden
ORD000764,CUST44,2024-03-07,PROD64,8,200.43,Home & Garden
ORD000765,CUST6,2023-01-05,PROD72,2,165.21,Clothing
ORD000766,CUST83,2023-12-22,PROD71,1,22.8,Groceries
ORD000767,CUST41,2024-01-11,PROD66,6,130.06,Groceries
ORD000768,CUST5,2023-11-08,PROD91,6,358.12,Clothing
ORD000769,CUST128,2022-05-09,PROD32,1,318.85,Groceries
ORD000770,CUST118,2022-01-21,PROD52,6,33.43,Health & Beauty
ORD000771,CUST52,2024-01-08,PROD67,3,445.56,Groceries
ORD000772,CUST12,2022-02-15,PROD29,4,272.71,Home & Garden
ORD000773,CUST172,2022-04-03,PROD22,5,178.82,Home & Garden
ORD000774,CUST14,2023-12-29,PROD1,3,297.57,Electronics
ORD000775,CUST183,2022-08-12,PROD58,4,135.76,Electronics
ORD000776,CUST81,2023-08-22,PROD38,9,410.8,Clothing
ORD000777,CUST11,2024-04-20,PROD16,7,315.63,Groceries
ORD000778,CUST106,2024-03-14,PROD13,6,204.39,Clothing
ORD000779,CUST5,2022-07-09,PROD81,2,9.64,Health & Beauty
ORD000780,CUST155,2022-04-08,PROD20,6,96.52,Clothing
ORD000781,CUST22,2023-04-06,PROD67,5,311.35,Clothing
ORD000782,CUST78,2023-11-11,PROD73,9,301.43,Clothing
ORD000783,CUST52,2022-10-23,PROD77,3,152.07,Home & Garden
ORD000784,CUST83,2022-12-29,PROD80,6,108.96,Health & Beauty
ORD000785,CUST75,2023-10-07,PROD30,3,72.72,Clothing
ORD000786,CUST200,2022-11-09,PROD7,8,212.89,Home & Garden
ORD000787,CUST194,2024-01-29,PROD12,4,260.98,Home & Garden
ORD000788,CUST153,2024-07-01,PROD29,2,398.51,Groceries
ORD000789,CUST14,2022-10-09,PROD3,8,152.65,Groceries
ORD000790,CUST45,2022-07-10,PROD2,1,101.18,Health & Beauty
ORD000791,CUST53,2024-06-09,PROD6,3,484.81,Clothing
ORD000792,CUST133,2023-08-23,PROD39,1,190.74,Electronics
ORD000793,CUST150,2022-11-04,PROD38,4,361.92,Clothing
ORD000794,CUST65,2022-05-27,PROD55,8,68.05,Clothing
ORD000795,CUST51,2024-08-18,PROD33,7,187.96,Groceries
ORD000796,CUST51,2023-07-05,PROD60,5,357.22,Electronics
ORD000797,CUST199,2022-05-13,PROD45,5,38.05,Home & Garden
ORD000798,CUST191,2023-09-13,PROD94,5,260.93,Clothing
